STAGE,DATASET,ROI,ROI_T,HPF,ANG,ANG_CORR,IL_ANG,DEG_IL,DEG_IL_CORR,DEG_IL_CORR-2,REGION,NOTES,,,,,,,,,,,,,,,
32,WT3,9,9,,50.013,50.013,97.16,47.147,47.147,47.147,A,,,,,,,,,,,,,,,,
32,WT3,10,13,,27.897,27.897,97.16,69.263,69.263,69.263,A,,,,,,,,,,,,,,,,
32,WT3,11,13,,11.689,11.689,97.16,85.471,85.471,85.471,A,,,,,,,,,,,,,,,,
32,WT3,12,15,,15.945,15.945,97.16,81.215,81.215,81.215,IL-A,,,,,,,,,,,,,,,,
32,WT3,13,16,,20.925,20.925,97.16,76.235,76.235,76.235,IL-A,,,,,,,,,,,,,,,,
32,WT3,14,16,,30.964,30.964,97.16,66.196,66.196,66.196,P,,,,,,,,,,,,,,,,
32,WT3,15,18,,-129.174,50.826,97.16,46.334,46.334,46.334,A,,,,,,,,,,,,,,,,
32,WT3,16,17,,-48.652,131.348,97.16,-34.188,145.812,145.812,A,,,,,,,,,,,,,,,,
32,WT3,17,19,,-15.524,164.476,97.16,-67.316,112.684,112.684,A,,,,,,,,,,,,,,,,
32,WT3,18,18,,26.565,26.565,97.16,70.595,70.595,70.595,IL-P,,,,,,,,,,,,,,,,
32,WT3,19,20,,15.255,15.255,97.16,81.905,81.905,81.905,IL-P,,,,,,,,,,,,,,,,
32,WT3,20,24,,-26.565,153.435,97.16,-56.275,123.725,123.725,A,,,,,,,,,,,,,,,,
32,WT3,21,10,,-1.364,178.636,97.16,-81.476,98.524,98.524,IL-P,,,,,,,,,,,,,,,,
32,WT3,22,26,,27.3,27.3,97.16,69.86,69.86,69.86,A,,,,,,,,,,,,,,,,
32,WT3,23,27,,64.231,64.231,97.16,32.929,32.929,32.929,P,,,,,,,,,,,,,,,,
32,WT3,24,27,,40.601,40.601,97.16,56.559,56.559,56.559,A,,,,,,,,,,,,,,,,
32,WT3,25,25,,-26.565,153.435,97.16,-56.275,123.725,123.725,P,,,,,,,,,,,,,,,,
32,WT3,26,28,,-8.746,171.254,97.16,-74.094,105.906,105.906,P,,,,,,,,,,,,,,,,
32,WT3,27,30,,-15.945,164.055,97.16,-66.895,113.105,113.105,A,,,,,,,,,,,,,,,,
32,WT3,28,30,,-145.784,34.216,97.16,62.944,62.944,62.944,A,,,,,,,,,,,,,,,,
32,WT3,29,30,,-95.356,84.644,97.16,12.516,12.516,12.516,A,,,,,,,,,,,,,,,,
32,WT3,30,31,,-82.405,97.595,97.16,-0.435,179.565,179.565,A,,,,,,,,,,,,,,,,
32,WT3,31,34,,-140.711,39.289,97.16,57.871,57.871,57.871,A,,,,,,,,,,,,,,,,
32,WT3,32,34,,-98.366,81.634,97.16,15.526,15.526,15.526,A,,,,,,,,,,,,,,,,
32,WT3,33,34,,-67.751,112.249,97.16,-15.089,164.911,164.911,P,,,,,,,,,,,,,,,,
32,WT3,34,33,,-46.469,133.531,97.16,-36.371,143.629,143.629,P,,,,,,,,,,,,,,,,
32,WT3,35,37,,-4.236,175.764,97.16,-78.604,101.396,101.396,A,,,,,,,,,,,,,,,,
32,WT3,36,11,,-65.433,114.567,97.16,-17.407,162.593,162.593,A,,,,,,,,,,,,,,,,
38,WT3,1,2,,-30.141,149.859,77.557,-72.302,107.698,72.302,A,,,,,,,,,,,,,,,,
38,WT3,2,5,,36.87,36.87,77.557,40.687,40.687,139.313,P,,,,,,,,,,,,,,,,
38,WT3,3,5,,-141.953,38.047,77.557,39.51,39.51,140.49,P,,,,,,,,,,,,,,,,
38,WT3,4,6,,-96.116,83.884,77.557,-6.327,173.673,6.327,P,,,,,,,,,,,,,,,,
38,WT3,5,7,,-98.427,81.573,77.557,-4.016,175.984,4.016,P,,,,,,,,,,,,,,,,
38,WT3,6,8,,-6.71,173.29,77.557,-95.733,84.267,95.733,IL-P,,,,,,,,,,,,,,,,
38,WT3,7,8,,-52.431,127.569,77.557,-50.012,129.988,50.012,P,,,,,,,,,,,,,,,,
38,WT3,8,9,,3.094,3.094,77.557,74.463,74.463,105.537,P,,,,,,,,,,,,,,,,
38,WT3,9,9,,10.954,10.954,77.557,66.603,66.603,113.397,A,,,,,,,,,,,,,,,,
38,WT3,10,10,,-28.072,151.928,77.557,-74.371,105.629,74.371,IL-P,,,,,,,,,,,,,,,,
38,WT3,11,10,,-31.827,148.173,77.557,-70.616,109.384,70.616,P,,,,,,,,,,,,,,,,
38,WT3,12,10,,85.236,85.236,77.557,-7.679,172.321,7.679,A,,,,,,,,,,,,,,,,
38,WT3,13,10,,-39.401,140.599,77.557,-63.042,116.958,63.042,IL-A,,,,,,,,,,,,,,,,
38,WT3,14,10,,50.194,50.194,77.557,27.363,27.363,152.637,P,,,,,,,,,,,,,,,,
38,WT3,15,9,,-27.255,152.745,77.557,-75.188,104.812,75.188,P,,,,,,,,,,,,,,,,
38,WT3,16,9,,17.103,17.103,77.557,60.454,60.454,119.546,IL-P,,,,,,,,,,,,,,,,
38,WT3,17,12,,34.592,34.592,77.557,42.965,42.965,137.035,A,,,,,,,,,,,,,,,,
38,WT3,18,12,,-28.179,151.821,77.557,-74.264,105.736,74.264,P,,,,,,,,,,,,,,,,
38,WT3,19,12,,-12.529,167.471,77.557,-89.914,90.086,89.914,P,,,,,,,,,,,,,,,,
38,WT3,20,12,,-121.264,58.736,77.557,18.821,18.821,161.179,A,,,,,,,,,,,,,,,,
38,WT3,21,13,,6.116,6.116,77.557,71.441,71.441,108.559,P,,,,,,,,,,,,,,,,
38,WT3,22,13,,27.553,27.553,77.557,50.004,50.004,129.996,P,,,,,,,,,,,,,,,,
38,WT3,23,15,,-60.461,119.539,77.557,-41.982,138.018,41.982,P,,,,,,,,,,,,,,,,
38,WT3,24,18,,-38.991,141.009,77.557,-63.452,116.548,63.452,A,,,,,,,,,,,,,,,,
38,WT3,25,20,,-70.974,109.026,77.557,-31.469,148.531,31.469,IL-P,,,,,,,,,,,,,,,,
38,WT3,26,18,,8.427,8.427,77.557,69.13,69.13,110.87,A,,,,,,,,,,,,,,,,
38,WT3,27,18,,-3.18,176.82,77.557,-99.263,80.737,99.263,P,,,,,,,,,,,,,,,,
38,WT3,28,21,,-81.87,98.13,77.557,-20.573,159.427,20.573,P,,,,,,,,,,,,,,,,
38,WT3,29,21,,-3.013,176.987,77.557,-99.43,80.57,99.43,IL-P,,,,,,,,,,,,,,,,
38,WT3,30,22,,-53.973,126.027,77.557,-48.47,131.53,48.47,IL-P,,,,,,,,,,,,,,,,
38,WT3,31,22,,13.134,13.134,77.557,64.423,64.423,115.577,A,,,,,,,,,,,,,,,,
38,WT3,32,23,,-16.699,163.301,77.557,-85.744,94.256,85.744,A,,,,,,,,,,,,,,,,
38,WT3,33,24,,-57.265,122.735,77.557,-45.178,134.822,45.178,P,,,,,,,,,,,,,,,,
38,WT3,34,24,,-131.009,48.991,77.557,28.566,28.566,151.434,IL-A,,,,,,,,,,,,,,,,
38,WT3,35,25,,-28.072,151.928,77.557,-74.371,105.629,74.371,A,,,,,,,,,,,,,,,,
38,WT3,36,25,,-86.186,93.814,77.557,-16.257,163.743,16.257,P,,,,,,,,,,,,,,,,
38,WT3,37,25,,12.529,12.529,77.557,65.028,65.028,114.972,P,,,,,,,,,,,,,,,,
38,WT3,38,26,,-110.772,69.228,77.557,8.329,8.329,171.671,P,,,,,,,,,,,,,,,,
38,WT3,39,26,,-88.152,91.848,77.557,-14.291,165.709,14.291,A,,,,,,,,,,,,,,,,
38,WT3,40,27,,-15.255,164.745,77.557,-87.188,92.812,87.188,P,,,,,,,,,,,,,,,,
38,WT3,41,27,,-68.199,111.801,77.557,-34.244,145.756,34.244,P,,,,,,,,,,,,,,,,
38,WT3,42,20,,-39.174,140.826,77.557,-63.269,116.731,63.269,A,,,,,,,,,,,,,,,,
38,WT3,43,20,,7.765,7.765,77.557,69.792,69.792,110.208,A,,,,,,,,,,,,,,,,
38,WT3,44,29,,-5.711,174.289,77.557,-96.732,83.268,96.732,IL-P,,,,,,,,,,,,,,,,
38,WT3,45,29,,12.265,12.265,77.557,65.292,65.292,114.708,A,,,,,,,,,,,,,,,,
38,WT3,46,29,,60.751,60.751,77.557,16.806,16.806,163.194,P,,,,,,,,,,,,,,,,
38,WT3,47,29,,-34.695,145.305,77.557,-67.748,112.252,67.748,IL-A,,,,,,,,,,,,,,,,
38,WT3,48,30,,-90,90,77.557,-12.443,167.557,12.443,P,,,,,,,,,,,,,,,,
38,WT3,49,30,,-70.907,109.093,77.557,-31.536,148.464,31.536,P,,,,,,,,,,,,,,,,
38,WT3,50,30,,55.491,55.491,77.557,22.066,22.066,157.934,A,,,,,,,,,,,,,,,,
38,WT3,51,30,,-15.709,164.291,77.557,-86.734,93.266,86.734,A,,,,,,,,,,,,,,,,
38,WT3,52,24,,21.038,21.038,77.557,56.519,56.519,123.481,A,,,,,,,,,,,,,,,,
38,WT3,53,23,,8.427,8.427,77.557,69.13,69.13,110.87,A,,,,,,,,,,,,,,,,
38,WT3,54,32,,21.038,21.038,77.557,56.519,56.519,123.481,A,,,,,,,,,,,,,,,,
38,WT3,55,32,,27.3,27.3,77.557,50.257,50.257,129.743,P,,,,,,,,,,,,,,,,
38,WT3,56,33,,-64.231,115.769,77.557,-38.212,141.788,38.212,P,,,,,,,,,,,,,,,,
38,WT3,57,33,,-108.435,71.565,77.557,5.992,5.992,174.008,A,,,,,,,,,,,,,,,,
38,WT3,58,35,,-113.962,66.038,77.557,11.519,11.519,168.481,A,,,,,,,,,,,,,,,,
38,WT3,59,35,,-159.677,20.323,77.557,57.234,57.234,122.766,IL-P,,,,,,,,,,,,,,,,
38,WT3,60,32,,-106.699,73.301,77.557,4.256,4.256,175.744,A,,,,,,,,,,,,,,,,
38,WT3,61,33,,67.521,67.521,77.557,10.036,10.036,169.964,A,,,,,,,,,,,,,,,,
38,WT3,62,36,,10.305,10.305,77.557,67.252,67.252,112.748,A,,,,,,,,,,,,,,,,
38,WT3,63,36,,-46.736,133.264,77.557,-55.707,124.293,55.707,P,,,,,,,,,,,,,,,,
38,WT3,64,36,,-70.463,109.537,77.557,-31.98,148.02,31.98,IL-P,,,,,,,,,,,,,,,,
38,WT3,65,33,,22.249,22.249,77.557,55.308,55.308,124.692,A,,,,,,,,,,,,,,,,
38,WT3,66,26,,-4.764,175.236,77.557,-97.679,82.321,97.679,A,,,,,,,,,,,,,,,,
50,WT1,1,2,,5.315,5.315,38.019,32.704,32.704,147.296,A,,,,,,,,,,,,,,,,
50,WT1,2,1,,-54.462,125.538,38.019,-87.519,92.481,87.519,IL-P,,,,,,,,,,,,,,,,
50,WT1,3,3,,-97.306,82.694,38.019,-44.675,135.325,44.675,P,,,,,,,,,,,,,,,,
50,WT1,4,3,,1.548,1.548,38.019,36.471,36.471,143.529,P,,,,,,,,,,,,,,,,
50,WT1,5,3,,-95.572,84.428,38.019,-46.409,133.591,46.409,P,,,,,,,,,,,,,,,,
50,WT1,6,3,,-127.648,52.352,38.019,-14.333,165.667,14.333,P,,,,,,,,,,,,,,,,
50,WT1,7,3,,12.529,12.529,38.019,25.49,25.49,154.51,P,,,,,,,,,,,,,,,,
50,WT1,8,3,,17.354,17.354,38.019,20.665,20.665,159.335,P,,,,,,,,,,,,,,,,
50,WT1,9,4,,-4.289,175.711,38.019,-137.692,42.308,137.692,P,,,,,,,,,,,,,,,,
50,WT1,10,5,,2.49,2.49,38.019,35.529,35.529,144.471,P,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT1,11,5,,-25.278,154.722,38.019,-116.703,63.297,116.703,P,,,,,,,,,,,,,,,,
50,WT1,12,5,,-87.184,92.816,38.019,-54.797,125.203,54.797,P,,,,,,,,,,,,,,,,
50,WT1,13,5,,-146.31,33.69,38.019,4.329,4.329,175.671,A,,,,,,,,,,,,,,,,
50,WT1,14,4,,3.013,3.013,38.019,35.006,35.006,144.994,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT1,15,4,,0,0,38.019,38.019,38.019,141.981,A,,,,,,,,,,,,,,,,
50,WT1,16,4,,-2.862,177.138,38.019,-139.119,40.881,139.119,A,,,,,,,,,,,,,,,,
50,WT1,17,2,,-56.689,123.311,38.019,-85.292,94.708,85.292,A,,,,,,,,,,,,,,,,
50,WT1,18,2,,-112.834,67.166,38.019,-29.147,150.853,29.147,A,,,,,,,,,,,,,,,,
50,WT1,19,4,,-5.711,174.289,38.019,-136.27,43.73,136.27,A,,,,,,,,,,,,,,,,
50,WT1,20,4,,-10.408,169.592,38.019,-131.573,48.427,131.573,P,,,,,,,,,,,,,,,,
50,WT1,21,3,,-109.179,70.821,38.019,-32.802,147.198,32.802,A,,,,,,,,,,,,,,,,
50,WT1,22,3,,-122.735,57.265,38.019,-19.246,160.754,19.246,A,,,,,,,,,,,,,,,,
50,WT1,23,4,,-69.59,110.41,38.019,-72.391,107.609,72.391,P,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT1,24,7,,-112.443,67.557,38.019,-29.538,150.462,29.538,P,,,,,,,,,,,,,,,,
50,WT1,25,7,,-135,45,38.019,-6.981,173.019,6.981,P,,,,,,,,,,,,,,,,
50,WT1,26,7,,-121.608,58.392,38.019,-20.373,159.627,20.373,A,,,,,,,,,,,,,,,,
50,WT1,27,7,,-164.932,15.068,38.019,22.951,22.951,157.049,A,,,,,,,,,,,,,,,,
50,WT1,28,7,,-164.291,15.709,38.019,22.31,22.31,157.69,A,,,,,,,,,,,,,,,,
50,WT1,29,7,,-135,45,38.019,-6.981,173.019,6.981,A,,,,,,,,,,,,,,,,
50,WT1,30,7,,-83.157,96.843,38.019,-58.824,121.176,58.824,P,,,,,,,,,,,,,,,,
50,WT1,31,6,,-27.512,152.488,38.019,-114.469,65.531,114.469,P,,,,,,,,,,,,,,,,
50,WT1,32,8,,10.437,10.437,38.019,27.582,27.582,152.418,A,,,,,,,,,,,,,,,,
50,WT1,33,8,,-119.745,60.255,38.019,-22.236,157.764,22.236,A,,,,,,,,,,,,,,,,
50,WT1,34,8,,-40.156,139.844,38.019,-101.825,78.175,101.825,IL-P,,,,,,,,,,,,,,,,
50,WT1,35,8,,-67.964,112.036,38.019,-74.017,105.983,74.017,IL-P,,,,,,,,,,,,,,,,
50,WT1,36,9,,-69.775,110.225,38.019,-72.206,107.794,72.206,A,,,,,,,,,,,,,,,,
50,WT1,37,9,,-26.565,153.435,38.019,-115.416,64.584,115.416,A,,,,,,,,,,,,,,,,
50,WT1,38,3,,-59.3,120.7,38.019,-82.681,97.319,82.681,IL-A,,,,,,,,,,,,,,,,
50,WT1,39,10,,-98.616,81.384,38.019,-43.365,136.635,43.365,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT1,40,10,,-54.866,125.134,38.019,-87.115,92.885,87.115,IL-A,,,,,,,,,,,,,,,,
50,WT1,41,10,,-1.432,178.568,38.019,-140.549,39.451,140.549,P,,,,,,,,,,,,,,,,
50,WT1,42,11,,-93.691,86.309,38.019,-48.29,131.71,48.29,A,,,,,,,,,,,,,,,,
50,WT1,43,11,,7.125,7.125,38.019,30.894,30.894,149.106,P,,,,,,,,,,,,,,,,
50,WT1,44,11,,-72.121,107.879,38.019,-69.86,110.14,69.86,A,,,,,,,,,,,,,,,,
50,WT1,45,11,,-71.565,108.435,38.019,-70.416,109.584,70.416,P,,,,,,,,,,,,,,,,
50,WT1,46,11,,-127.999,52.001,38.019,-13.982,166.018,13.982,P,,,,,,,,,,,,,,,,
50,WT1,47,8,,-31.827,148.173,38.019,-110.154,69.846,110.154,A,,,,,,,,,,,,,,,,
50,WT1,48,10,,-26.565,153.435,38.019,-115.416,64.584,115.416,P,,,,,,,,,,,,,,,,
50,WT1,49,12,,-20.283,159.717,38.019,-121.698,58.302,121.698,P,,,,,,,,,,,,,,,,
50,WT1,50,12,,-66.975,113.025,38.019,-75.006,104.994,75.006,P,,,,,,,,,,,,,,,,
50,WT1,51,13,,9.273,9.273,56.31,47.037,47.037,132.963,P,,,,,,,,,,,,,,,,
50,WT1,52,13,,-72.646,107.354,56.31,-51.044,128.956,51.044,A,,,,,,,,,,,,,,,,
50,WT1,53,14,,-38.48,141.52,56.31,-85.21,94.79,85.21,P,,,,,,,,,,,,,,,,
50,WT1,54,14,,-32.471,147.529,56.31,-91.219,88.781,91.219,A,,,,,,,,,,,,,,,,
50,WT1,55,14,,-74.219,105.781,56.31,-49.471,130.529,49.471,P,,,,,,,,,,,,,,,,
50,WT1,56,15,,-48.366,131.634,56.31,-75.324,104.676,75.324,P,,,,,,,,,,,,,,,,
50,WT1,57,15,,-79.38,100.62,56.31,-44.31,135.69,44.31,A,,,,,,,,,,,,,,,,
50,WT1,58,16,,14.036,14.036,56.31,42.274,42.274,137.726,A,,,,,,,,,,,,,,,,
50,WT1,59,15,,112.068,112.068,56.31,-55.758,124.242,55.758,A,,,,,,,,,,,,,,,,
50,WT1,60,14,,-19.983,160.017,56.31,-103.707,76.293,103.707,A,,,,,,,,,,,,,,,,
50,WT1,61,14,,-60.068,119.932,56.31,-63.622,116.378,63.622,IL-A,,,,,,,,,,,,,,,,
50,WT1,62,19,,19.29,19.29,56.31,37.02,37.02,142.98,IL-A,,,,,,,,,,,,,,,,
50,WT1,63,4,,-135,45,38.019,-6.981,173.019,6.981,P,,,,,,,,,,,,,,,,
50,WT1,64,4,,2.01,2.01,38.019,36.009,36.009,143.991,P,,,,,,,,,,,,,,,,
50,WT1,65,6,,13.449,13.449,38.019,24.57,24.57,155.43,P,,,,,,,,,,,,,,,,
50,WT1,66,17,,-72.801,107.199,56.31,-50.889,129.111,50.889,P,,,,,,,,,,,,,,,,
50,WT1,67,18,,-42.769,137.231,56.31,-80.921,99.079,80.921,P,,,,,,,,,,,,,,,,
50,WT1,68,16,,-62.745,117.255,56.31,-60.945,119.055,60.945,A,,,,,,,,,,,,,,,,
50,WT1,69,17,,-32.905,147.095,56.31,-90.785,89.215,90.785,A,,,,,,,,,,,,,,,,
50,WT1,70,20,,36.87,36.87,56.31,19.44,19.44,160.56,P,,,,,,,,,,,,,,,,
50,WT1,71,19,,1.591,1.591,56.31,54.719,54.719,125.281,A,,,,,,,,,,,,,,,,
50,WT1,72,20,,-65.225,114.775,56.31,-58.465,121.535,58.465,IL-A,,,,,,,,,,,,,,,,
50,WT1,73,20,,-39.806,140.194,56.31,-83.884,96.116,83.884,P,,,,,,,,,,,,,,,,
50,WT1,74,21,,48.27,48.27,56.31,8.04,8.04,171.96,P,,,,,,,,,,,,,,,,
50,WT1,75,20,,29.358,29.358,56.31,26.952,26.952,153.048,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT1,76,20,,25.408,25.408,56.31,30.902,30.902,149.098,A,,,,,,,,,,,,,,,,
50,WT1,77,21,,-127.747,52.253,56.31,4.057,4.057,175.943,A,,,,,,,,,,,,,,,,
50,WT1,78,21,,-33.111,146.889,56.31,-90.579,89.421,90.579,A,,,,,,,,,,,,,,,,
50,WT1,79,21,,-51.34,128.66,56.31,-72.35,107.65,72.35,A,,,,,,,,,,,,,,,,
50,WT1,80,21,,36.254,36.254,56.31,20.056,20.056,159.944,A,,,,,,,,,,,,,,,,
50,WT1,81,22,,7.306,7.306,56.31,49.004,49.004,130.996,A,,,,,,,,,,,,,,,,
50,WT1,82,22,,-76.866,103.134,56.31,-46.824,133.176,46.824,A,,,,,,,,,,,,,,,,
50,WT1,83,22,,-16.699,163.301,56.31,-106.991,73.009,106.991,A,,,,,,,,,,,,,,,,
50,WT1,84,23,,-3.18,176.82,56.31,-120.51,59.49,120.51,A,,,,,,,,,,,,,,,,
50,WT1,85,24,,-4.185,175.815,56.31,-119.505,60.495,119.505,A,,,,,,,,,,,,,,,,
50,WT1,86,24,,-31.701,148.299,56.31,-91.989,88.011,91.989,A,,,,,,,,,,,,,,,,
50,WT1,87,21,,-97.125,82.875,56.31,-26.565,153.435,26.565,A,"These measurements in file ""...ROI-2.tif""",,,,,,,,,,,,,,,
50,WT1,88,22,,-71.2,108.8,56.31,-52.49,127.51,52.49,P,,,,,,,,,,,,,,,,
50,WT1,89,21,,3.814,3.814,56.31,52.496,52.496,127.504,A,,,,,,,,,,,,,,,,
50,WT1,90,23,,143.973,143.973,56.31,-87.663,92.337,87.663,P,,,,,,,,,,,,,,,,
50,WT1,91,23,,-32.347,147.653,56.31,-91.343,88.657,91.343,A,,,,,,,,,,,,,,,,
50,WT1,92,24,,127.405,127.405,56.31,-71.095,108.905,71.095,A,,,,,,,,,,,,,,,,
50,WT1,93,24,,-35.218,144.782,56.31,-88.472,91.528,88.472,P,,,,,,,,,,,,,,,,
50,WT1,94,24,,10.008,10.008,56.31,46.302,46.302,133.698,P,,,,,,,,,,,,,,,,
50,WT1,95,25,,5.042,5.042,56.31,51.268,51.268,128.732,A,,,,,,,,,,,,,,,,
50,WT1,96,27,,-15.124,164.876,56.31,-108.566,71.434,108.566,IL-A,,,,,,,,,,,,,,,,
50,WT1,97,28,,-42.397,137.603,56.31,-81.293,98.707,81.293,IL-A,,,,,,,,,,,,,,,,
50,WT1,98,28,,-61.504,118.496,56.31,-62.186,117.814,62.186,IL-P,,,,,,,,,,,,,,,,
50,WT1,99,25,,-115.115,64.885,56.31,-8.575,171.425,8.575,P,,,,,,,,,,,,,,,,
50,WT1,100,25,,-58.109,121.891,56.31,-65.581,114.419,65.581,P,,,,,,,,,,,,,,,,
50,WT1,101,25,,9.462,9.462,56.31,46.848,46.848,133.152,P,,,,,,,,,,,,,,,,
50,WT1,102,25,,-13.671,166.329,56.31,-110.019,69.981,110.019,A,,,,,,,,,,,,,,,,
50,WT1,103,25,,-47.203,132.797,56.31,-76.487,103.513,76.487,A,,,,,,,,,,,,,,,,
50,WT1,104,25,,-20.772,159.228,56.31,-102.918,77.082,102.918,A,,,,,,,,,,,,,,,,
50,WT1,105,25,,-36.469,143.531,56.31,-87.221,92.779,87.221,A,,,,,,,,,,,,,,,,
50,WT1,106,25,,-67.479,112.521,56.31,-56.211,123.789,56.211,A,,,,,,,,,,,,,,,,
50,WT1,107,25,,-12.2,167.8,56.31,-111.49,68.51,111.49,A,,,,,,,,,,,,,,,,
50,WT1,108,26,,-27.759,152.241,56.31,-95.931,84.069,95.931,A,,,,,,,,,,,,,,,,
50,WT1,109,26,,6.34,6.34,56.31,49.97,49.97,130.03,A,,,,,,,,,,,,,,,,
50,WT1,110,26,,-22.751,157.249,56.31,-100.939,79.061,100.939,IL-A,,,,,,,,,,,,,,,,
50,WT1,111,26,,-10.539,169.461,56.31,-113.151,66.849,113.151,IL-A,,,,,,,,,,,,,,,,
50,WT1,112,26,,-63.435,116.565,56.31,-60.255,119.745,60.255,A,,,,,,,,,,,,,,,,
50,WT1,113,26,,3.691,3.691,56.31,52.619,52.619,127.381,P,,,,,,,,,,,,,,,,
50,WT1,114,27,,-9.462,170.538,56.31,-114.228,65.772,114.228,A,,,,,,,,,,,,,,,,
50,WT1,115,27,,-79.216,100.784,56.31,-44.474,135.526,44.474,A,,,,,,,,,,,,,,,,
50,WT1,116,27,,14.036,14.036,56.31,42.274,42.274,137.726,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT1,117,27,,18.435,18.435,56.31,37.875,37.875,142.125,A,,,,,,,,,,,,,,,,
50,WT1,118,27,,-50.711,129.289,56.31,-72.979,107.021,72.979,A,,,,,,,,,,,,,,,,
50,WT1,119,27,,-125.754,54.246,56.31,2.064,2.064,177.936,A,,,,,,,,,,,,,,,,
50,WT1,120,28,,-113.806,66.194,56.31,-9.884,170.116,9.884,A,,,,,,,,,,,,,,,,
50,WT1,121,28,,9.462,9.462,56.31,46.848,46.848,133.152,A,,,,,,,,,,,,,,,,
50,WT1,122,28,,-43.831,136.169,56.31,-79.859,100.141,79.859,A,,,,,,,,,,,,,,,,
50,WT1,123,28,,1.273,1.273,56.31,55.037,55.037,124.963,A,,,,,,,,,,,,,,,,
50,WT1,124,28,,-46.548,133.452,56.31,-77.142,102.858,77.142,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT1,125,29,,1.469,1.469,56.31,54.841,54.841,125.159,A,,,,,,,,,,,,,,,,
50,WT1,126,20,,-52.431,127.569,56.31,-71.259,108.741,71.259,A,,,,,,,,,,,,,,,,
50,WT1,127,26,,20.556,20.556,56.31,35.754,35.754,144.246,A,,,,,,,,,,,,,,,,
50,WT1,128,29,,-64.799,115.201,56.31,-58.891,121.109,58.891,A,,,,,,,,,,,,,,,,
50,WT1,129,28,,-70.974,109.026,56.31,-52.716,127.284,52.716,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT1,130,28,,-117.15,62.85,56.31,-6.54,173.46,6.54,A,,,,,,,,,,,,,,,,
50,WT1,131,30,,-59.265,120.735,56.31,-64.425,115.575,64.425,A,,,,,,,,,,,,,,,,
50,WT1,132,30,,24.146,24.146,56.31,32.164,32.164,147.836,A,,,,,,,,,,,,,,,,
50,WT1,133,30,,-2.291,177.709,56.31,-121.399,58.601,121.399,A,,,,,,,,,,,,,,,,
50,WT1,134,31,,-61.049,118.951,56.31,-62.641,117.359,62.641,P,,,,,,,,,,,,,,,,
50,WT1,135,32,,31.866,31.866,56.31,24.444,24.444,155.556,A,,,,,,,,,,,,,,,,
50,WT1,136,33,,-61.607,118.393,56.31,-62.083,117.917,62.083,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT1,137,32,,-2.203,177.797,56.31,-121.487,58.513,121.487,A,,,,,,,,,,,,,,,,
50,WT1,138,30,,-30.256,149.744,56.31,-93.434,86.566,93.434,A,,,,,,,,,,,,,,,,
50,WT1,139,33,,-133.603,46.397,56.31,9.913,9.913,170.087,A,,,,,,,,,,,,,,,,
50,WT1,140,34,,180,180,56.31,-123.69,56.31,123.69,IL-P,,,,,,,,,,,,,,,,
50,WT1,141,34,,-41.186,138.814,56.31,-82.504,97.496,82.504,A,,,,,,,,,,,,,,,,
50,WT1,142,34,,-139.399,40.601,56.31,15.709,15.709,164.291,A,,,,,,,,,,,,,,,,
50,WT1,143,34,,-126.119,53.881,56.31,2.429,2.429,177.571,A,,,,,,,,,,,,,,,,
50,WT1,144,34,,-60.945,119.055,56.31,-62.745,117.255,62.745,A,,,,,,,,,,,,,,,,
50,WT1,145,35,,146.31,146.31,56.31,-90,90,90,A,*Spindle rotated before division,,,,,,,,,,,,,,,
50,WT1,146,35,,-88.025,91.975,56.31,-35.665,144.335,35.665,A,,,,,,,,,,,,,,,,
50,WT1,147,35,,-20.136,159.864,56.31,-103.554,76.446,103.554,A,,,,,,,,,,,,,,,,
50,WT1,148,33,,-151.39,28.61,56.31,27.7,27.7,152.3,IL-A,,,,,,,,,,,,,,,,
50,WT1,149,34,,-81.119,98.881,56.31,-42.571,137.429,42.571,A,,,,,,,,,,,,,,,,
50,WT1,150,36,,48.18,48.18,56.31,8.13,8.13,171.87,A,,,,,,,,,,,,,,,,
50,WT1,151,36,,14.744,14.744,56.31,41.566,41.566,138.434,P,,,,,,,,,,,,,,,,
50,WT1,152,36,,-62.021,117.979,56.31,-61.669,118.331,61.669,P,,,,,,,,,,,,,,,,
50,WT1,153,11,,-147.875,32.125,38.019,5.894,5.894,174.106,P,,,,,,,,,,,,,,,,
50,WT1,154,13,,17.745,17.745,56.31,38.565,38.565,141.435,P,,,,,,,,,,,,,,,,
50,WT1,155,14,,0,0,56.31,56.31,56.31,123.69,P,,,,,,,,,,,,,,,,
50,WT1,156,15,,-93.18,86.82,56.31,-30.51,149.49,30.51,P,,,,,,,,,,,,,,,,
50,WT1,157,30,,-87.614,92.386,56.31,-36.076,143.924,36.076,A,,,,,,,,,,,,,,,,
50,WT2,1,2,,-126.254,53.746,154.378,100.632,100.632,100.632,A,,,,,,,,,,,,,,,,
